"Grid.ID","Date","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
"3628","01-Jul-2022",13.93,734.818,5216.558,1.2,283.4,91.5,462.4,1.30,640.1,2380.0,1.579e-01,4.505e-04,7.128e+03,0.000e+00,0.000e+00,0.000e+00,3.831e-02,7.123e-01
"3629","01-Jul-2022",14.22,738.818,5216.558,1.9,282.9,102.6,606.6,1.30,539.2,1704.0,9.041e-02,2.972e-04,4.107e+03,0.000e+00,0.000e+00,0.000e+00,2.483e-02,8.669e-01
"3630","01-Jul-2022",12.21,742.818,5216.558,2.2,282.8,89.9,619.4,1.28,16.3,2712.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.110e-03,7.947e-01
"4009","01-Jul-2022",13.62,722.818,5212.558,0.7,284.4,54.3,198.5,1.45,684.9,2553.0,1.718e-01,1.560e-03,2.133e+03,0.000e+00,0.000e+00,0.000e+00,3.069e-02,6.591e-01
"4010","01-Jul-2022",13.32,726.818,5212.558,0.7,284.4,60.8,237.7,1.43,2388.6,1899.0,6.519e-01,5.251e-03,8.445e+03,0.000e+00,1.094e-02,0.000e+00,6.834e-02,7.660e-01
"4011","01-Jul-2022",13.16,730.818,5212.558,0.8,284.2,72.7,306.7,1.37,1636.0,1503.0,3.891e-01,2.092e-03,1.044e+04,0.000e+00,8.120e-03,0.000e+00,6.195e-02,8.722e-01
"4012","01-Jul-2022",13.35,734.818,5212.558,1.3,283.7,86.8,421.7,1.33,1145.4,1731.0,2.147e-01,7.804e-04,1.007e+04,0.000e+00,0.000e+00,0.000e+00,5.682e-02,9.133e-01
"4013","01-Jul-2022",13.62,738.818,5212.558,2.0,283.1,102.2,548.9,1.30,578.0,2947.0,1.286e-01,3.536e-04,5.797e+03,0.000e+00,0.000e+00,0.000e+00,3.230e-02,7.773e-01
"4385","01-Jul-2022",10.61,690.818,5208.558,0.6,286.0,91.6,720.3,1.14,261.9,1521.0,1.469e+00,3.073e-03,8.300e+03,1.480e+04,0.000e+00,1.311e-02,7.253e-03,5.701e-01
"4387","01-Jul-2022",10.79,698.818,5208.558,0.8,285.1,167.0,752.7,1.11,277.9,2319.0,1.039e-01,8.344e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.683e-02,6.135e-01
"4392","01-Jul-2022",13.65,718.818,5208.558,0.3,284.7,63.5,282.7,1.42,1225.2,2523.0,4.582e-01,3.602e-03,2.839e+03,0.000e+00,4.644e-03,0.000e+00,4.712e-02,7.870e-01
"4393","01-Jul-2022",12.82,722.818,5208.558,0.4,285.1,51.4,232.8,1.41,3802.7,1615.0,9.763e-01,9.433e-03,9.136e+03,0.000e+00,1.520e-02,0.000e+00,1.012e-01,8.549e-01
"4394","01-Jul-2022",12.37,726.818,5208.558,0.5,285.0,49.6,241.6,1.40,3432.0,1296.0,7.418e-01,6.082e-03,1.050e+04,0.000e+00,1.553e-02,0.000e+00,9.594e-02,8.550e-01
"4395","01-Jul-2022",12.15,730.818,5208.558,0.8,284.6,53.7,284.2,1.39,2123.9,2383.0,4.757e-01,3.503e-03,9.564e+03,0.000e+00,1.094e-02,0.000e+00,7.065e-02,8.964e-01
"4396","01-Jul-2022",12.17,734.818,5208.558,1.3,284.1,69.6,366.6,1.32,475.9,2499.0,1.095e-01,4.186e-04,4.960e+03,0.000e+00,0.000e+00,0.000e+00,3.888e-02,9.230e-01
"4764","01-Jul-2022",8.98,670.818,5204.558,2.1,284.4,23.3,632.2,1.13,16.6,3104.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.694e-01
"4765","01-Jul-2022",9.18,674.818,5204.558,1.3,285.2,21.3,617.3,1.01,202.5,2130.0,6.465e-02,4.550e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.138e-02,7.813e-01
"4766","01-Jul-2022",9.39,678.818,5204.558,0.5,286.0,18.8,603.3,0.88,440.4,1605.0,7.626e-02,4.591e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.304e-02,7.663e-01
"4767","01-Jul-2022",10.00,682.818,5204.558,0.1,286.5,21.5,648.2,0.99,1699.5,2136.0,6.861e-01,3.989e-03,4.720e+03,7.328e+03,4.077e-03,3.348e-03,5.258e-02,6.885e-01
"4768","01-Jul-2022",10.56,686.818,5204.558,0.4,286.9,26.1,697.4,1.10,1489.0,1729.0,1.117e+00,3.832e-03,1.067e+04,1.933e+04,4.272e-03,1.116e-02,4.405e-02,7.922e-01
"4769","01-Jul-2022",10.82,690.818,5204.558,0.5,286.8,47.1,786.1,1.24,685.8,2111.0,9.224e-01,2.039e-03,1.003e+04,1.770e+04,0.000e+00,1.653e-02,6.742e-02,8.870e-01
"4770","01-Jul-2022",11.04,694.818,5204.558,0.9,286.6,71.1,852.8,1.32,602.1,1557.0,1.102e-01,8.781e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,8.844e-02,8.602e-01
"4771","01-Jul-2022",11.08,698.818,5204.558,1.3,286.0,111.7,831.8,1.17,367.5,1646.0,6.979e-02,5.129e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.362e-02,9.198e-01
"4772","01-Jul-2022",11.11,702.818,5204.558,1.5,285.4,148.4,789.1,1.09,144.6,2204.0,4.357e-02,3.748e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.003e-02,9.522e-01
"4773","01-Jul-2022",11.13,706.818,5204.558,1.4,285.1,177.3,697.8,1.17,3.1,2763.0,2.096e-03,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.728e-03,8.939e-01
"4774","01-Jul-2022",11.68,710.818,5204.558,1.2,284.9,171.1,588.5,1.27,87.1,2412.0,1.053e-02,1.165e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.154e-02,8.808e-01
"4775","01-Jul-2022",13.00,714.818,5204.558,0.8,285.1,109.0,452.4,1.42,694.7,2121.0,1.156e-01,9.742e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.190e-02,9.363e-01
"4776","01-Jul-2022",13.12,718.818,5204.558,0.6,285.3,68.3,346.4,1.45,2210.6,1852.0,6.009e-01,5.573e-03,5.069e+03,0.000e+00,8.163e-03,0.000e+00,8.246e-02,8.890e-01
