"Grid.ID","Date","ENS","UTMX","UTMY","WS","T2","PBL00","PBL12","TP","POP","ALT","Imperviousness","Builtup","roads","highways","HUD","LUD","Agriculture","Forests"
"3628","04-Jul-2022",9.22,734.818,5216.558,1.4,284.2,227.4,426.9,0.54,640.1,2380.0,1.579e-01,4.505e-04,7.128e+03,0.000e+00,0.000e+00,0.000e+00,3.831e-02,7.123e-01
"3629","04-Jul-2022",9.15,738.818,5216.558,1.9,283.6,267.2,542.2,0.38,539.2,1704.0,9.041e-02,2.972e-04,4.107e+03,0.000e+00,0.000e+00,0.000e+00,2.483e-02,8.669e-01
"3630","04-Jul-2022",9.18,742.818,5216.558,1.5,283.4,226.5,516.5,0.54,16.3,2712.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.110e-03,7.947e-01
"4009","04-Jul-2022",9.75,722.818,5212.558,0.4,285.5,129.5,273.0,1.22,684.9,2553.0,1.718e-01,1.560e-03,2.133e+03,0.000e+00,0.000e+00,0.000e+00,3.069e-02,6.591e-01
"4010","04-Jul-2022",9.63,726.818,5212.558,0.2,285.3,151.6,292.3,0.98,2388.6,1899.0,6.519e-01,5.251e-03,8.445e+03,0.000e+00,1.094e-02,0.000e+00,6.834e-02,7.660e-01
"4011","04-Jul-2022",9.52,730.818,5212.558,0.7,285.0,184.6,330.4,0.70,1636.0,1503.0,3.891e-01,2.092e-03,1.044e+04,0.000e+00,8.120e-03,0.000e+00,6.195e-02,8.722e-01
"4012","04-Jul-2022",9.42,734.818,5212.558,1.1,284.5,222.3,410.8,0.51,1145.4,1731.0,2.147e-01,7.804e-04,1.007e+04,0.000e+00,0.000e+00,0.000e+00,5.682e-02,9.133e-01
"4013","04-Jul-2022",9.33,738.818,5212.558,1.6,284.0,261.7,502.5,0.35,578.0,2947.0,1.286e-01,3.536e-04,5.797e+03,0.000e+00,0.000e+00,0.000e+00,3.230e-02,7.773e-01
"4385","04-Jul-2022",11.15,690.818,5208.558,1.1,287.8,69.9,435.5,0.57,261.9,1521.0,1.469e+00,3.073e-03,8.300e+03,1.480e+04,0.000e+00,1.311e-02,7.253e-03,5.701e-01
"4387","04-Jul-2022",11.07,698.818,5208.558,1.4,286.6,202.9,538.7,0.74,277.9,2319.0,1.039e-01,8.344e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.683e-02,6.135e-01
"4392","04-Jul-2022",10.22,718.818,5208.558,0.8,286.0,133.6,339.5,1.19,1225.2,2523.0,4.582e-01,3.602e-03,2.839e+03,0.000e+00,4.644e-03,0.000e+00,4.712e-02,7.870e-01
"4393","04-Jul-2022",10.04,722.818,5208.558,0.6,286.1,126.5,312.3,1.07,3802.7,1615.0,9.763e-01,9.433e-03,9.136e+03,0.000e+00,1.520e-02,0.000e+00,1.012e-01,8.549e-01
"4394","04-Jul-2022",9.87,726.818,5208.558,0.3,285.9,133.4,314.2,0.91,3432.0,1296.0,7.418e-01,6.082e-03,1.050e+04,0.000e+00,1.553e-02,0.000e+00,9.594e-02,8.550e-01
"4395","04-Jul-2022",9.70,730.818,5208.558,0.5,285.6,147.4,332.3,0.72,2123.9,2383.0,4.757e-01,3.503e-03,9.564e+03,0.000e+00,1.094e-02,0.000e+00,7.065e-02,8.964e-01
"4396","04-Jul-2022",9.58,734.818,5208.558,0.8,285.1,180.2,383.7,0.55,475.9,2499.0,1.095e-01,4.186e-04,4.960e+03,0.000e+00,0.000e+00,0.000e+00,3.888e-02,9.230e-01
"4764","04-Jul-2022",10.40,670.818,5204.558,0.5,286.5,53.8,602.8,1.72,16.6,3104.0,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.694e-01
"4765","04-Jul-2022",10.54,674.818,5204.558,0.4,287.3,45.3,542.6,1.43,202.5,2130.0,6.465e-02,4.550e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.138e-02,7.813e-01
"4766","04-Jul-2022",10.68,678.818,5204.558,0.3,288.1,36.1,473.5,1.09,440.4,1605.0,7.626e-02,4.591e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.304e-02,7.663e-01
"4767","04-Jul-2022",11.23,682.818,5204.558,0.2,288.4,40.7,426.6,0.86,1699.5,2136.0,6.861e-01,3.989e-03,4.720e+03,7.328e+03,4.077e-03,3.348e-03,5.258e-02,6.885e-01
"4768","04-Jul-2022",11.70,686.818,5204.558,0.5,288.6,47.2,386.9,0.66,1489.0,1729.0,1.117e+00,3.832e-03,1.067e+04,1.933e+04,4.272e-03,1.116e-02,4.405e-02,7.922e-01
"4769","04-Jul-2022",11.57,690.818,5204.558,0.9,288.2,68.7,410.3,0.65,685.8,2111.0,9.224e-01,2.039e-03,1.003e+04,1.770e+04,0.000e+00,1.653e-02,6.742e-02,8.870e-01
"4770","04-Jul-2022",11.45,694.818,5204.558,1.3,287.7,108.6,446.3,0.66,602.1,1557.0,1.102e-01,8.781e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,8.844e-02,8.602e-01
"4771","04-Jul-2022",11.41,698.818,5204.558,1.4,287.1,218.0,531.3,0.77,367.5,1646.0,6.979e-02,5.129e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,6.362e-02,9.198e-01
"4772","04-Jul-2022",11.34,702.818,5204.558,1.3,286.7,293.6,582.8,0.83,144.6,2204.0,4.357e-02,3.748e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.003e-02,9.522e-01
"4773","04-Jul-2022",11.20,706.818,5204.558,1.0,286.5,291.4,555.7,0.78,3.1,2763.0,2.096e-03,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.728e-03,8.939e-01
"4774","04-Jul-2022",11.04,710.818,5204.558,0.7,286.4,259.9,510.2,0.81,87.1,2412.0,1.053e-02,1.165e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.154e-02,8.808e-01
"4775","04-Jul-2022",10.82,714.818,5204.558,0.7,286.5,182.0,438.2,0.93,694.7,2121.0,1.156e-01,9.742e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,3.190e-02,9.363e-01
"4776","04-Jul-2022",10.59,718.818,5204.558,0.8,286.5,136.2,385.9,0.97,2210.6,1852.0,6.009e-01,5.573e-03,5.069e+03,0.000e+00,8.163e-03,0.000e+00,8.246e-02,8.890e-01
"4777","04-Jul-2022",10.34,722.818,5204.558,0.7,286.6,124.1,352.0,0.91,5217.3,1239.0,1.264e+00,1.172e-02,1.147e+04,0.000e+00,1.650e-02,0.000e+00,1.299e-01,8.173e-01
"4778","04-Jul-2022",10.11,726.818,5204.558,0.6,286.5,116.7,337.6,0.83,6084.8,2440.0,1.509e+00,1.427e-02,1.338e+04,0.000e+00,2.062e-02,6.183e-04,1.345e-01,8.036e-01
"4779","04-Jul-2022",9.88,730.818,5204.558,0.4,286.1,111.7,335.7,0.72,496.8,2525.0,4.379e-02,3.185e-04,0.000e+00,0.000e+00,0.000e+00,0.000e+00,4.987e-02,9.289e-01
