"Date","Station.ID","Data","ENS","Estimated","Q0","Q1","Q3","Q4"
"29/06/2022","IT0063A",NA,"22.73","25.2264711944336","14.0758386256943","20.6375970780072","30.835704685879","45.210439380993"
"29/06/2022","IT0187A","26","25.11","24.2099915676251","20.5247638264421","22.8725497413706","25.6256385200611","28.5569030981675"
"29/06/2022","IT0448A","45","25.23","33.3445089509379","27.663092167069","31.2684934426093","35.5583577833674","40.1927691403481"
"29/06/2022","IT0459A","48.85","34.1","44.0215096948851","34.7022563996475","40.5614463058637","47.7767311649514","55.8434383487682"
"29/06/2022","IT0461A",NA,"33.59","40.5348235193812","31.5449563698807","37.1837072714823","44.1879532277707","52.0866758692427"
"29/06/2022","IT0462A",NA,"33.66","41.1188342974107","31.9403666062627","37.6954570287192","44.8531114157807","52.9348505864175"
"29/06/2022","IT0463A",NA,"33.69","41.376694814816","32.3142757729698","38.0022338290307","45.0507957374485","52.9806357359398"
"29/06/2022","IT0469A",NA,"24.9","17.783937667558","15.0666544444088","16.797570709089","18.828224892809","20.9912851011829"
"29/06/2022","IT0470A","11","24.36","17.2553902610914","14.9651963218783","16.4301958534715","18.1220294461467","19.8960632829972"
"29/06/2022","IT0499A","13.54","14.31","13.6222702297423","10.7113166197693","12.540638386306","14.797192973426","17.3243171497361"
"29/06/2022","IT0502A",NA,"18.18","17.1235387747375","13.8919515372059","15.9344017650696","18.4014175425592","21.1068674825592"
"29/06/2022","IT0507A","12.94","14.21","12.3021118025594","9.91788751096852","11.4230570849328","13.2488136649772","15.259494991781"
"29/06/2022","IT0508A","9.41","13.35","10.7321543381623","8.359799696116","9.84807805687564","11.6955954322195","13.7777388125279"
"29/06/2022","IT0524A",NA,"26.48","20.2772949957886","18.0647887963766","19.4868828933331","21.0997671919557","22.7607804874366"
"29/06/2022","IT0544A","15","21.53","13.9439003076413","11.2787923151506","12.9623007544691","14.9998337079477","17.2387566289578"
"29/06/2022","IT0591A","17.57","20.18","20.4105678764358","16.6905882095375","19.0451104430743","21.8739230882268","24.9596524585359"
"29/06/2022","IT0594A","23.96","25.07","24.0305250056288","20.5434237988785","22.768322958637","25.3626994441017","28.1095370323654"
"29/06/2022","IT0611A","59.2","59.79","56.8126670785792","48.1059955098021","53.6516275353144","60.1599483344092","67.0951532418407"
"29/06/2022","IT0614A","59.1","58.84","56.5025934173528","48.230581398426","53.5070001448697","59.665895195823","66.1933356455634"
"29/06/2022","IT0618A","28","57.51","53.8737823946016","45.2217592848368","50.7239393038416","57.2192236907173","64.181148088904"
"29/06/2022","IT0620A","66.4","57.49","57.6899012257937","49.9101309667535","54.8845322932848","60.6386638344195","66.6823476311612"
"29/06/2022","IT0623A",NA,"23.88","17.8011420066859","15.3779281706159","16.9269282170174","18.7205057337942","20.6061995625451"
"29/06/2022","IT0643A",NA,"20.95","17.5862148704956","14.4282276798534","16.4282328102452","18.8258199797587","21.4354084461179"
"29/06/2022","IT0663A",NA,"23.23","22.2936090176102","17.3550095961301","20.4528547867074","24.3000308863036","28.6375527640674"
"29/06/2022","IT0692A","15.9","22.09","15.7096359897777","13.4110355343544","14.8772555444051","16.5885880090384","18.4022078160274"
"29/06/2022","IT0702A",NA,"24.52","22.7023977424125","19.4064643782498","21.5093610911951","23.9616072773857","26.5581021462282"
"29/06/2022","IT0703A","19.17","18.28","17.8002871171043","14.4167430342554","16.5545802426026","19.1397315309721","21.9779336219343"
"29/06/2022","IT0705A","17.52","24.62","19.1043554337365","16.2130334254701","18.0553797543637","20.2142741666969","22.5112961258177"
"29/06/2022","IT0706A","16.31","25.65","18.5888772415992","16.220614476997","17.7372100304272","19.4814379775894","21.3029141154469"
"29/06/2022","IT0707A","18.74","26.35","21.3947478207563","18.6542211357589","20.4089598968019","22.4281509997717","24.537890431475"
"29/06/2022","IT0709A","24.14","23.94","22.8641720071017","19.5626794022954","21.6694697272363","24.1247417749805","26.7228405076758"
"29/06/2022","IT0721A","26","25.67","26.4957222855769","22.4274990772381","25.0185554046527","28.0601053130295","31.3018984870635"
"29/06/2022","IT0732A",NA,"19.08","14.4547143088162","12.0017503598565","13.5586227335634","15.4100287215959","17.4090244743262"
"29/06/2022","IT0737A",NA,"23.16","20.0346936948626","16.513056314902","18.7452343359761","21.4128532219316","24.3073688960135"
"29/06/2022","IT0740A","19.81","23.11","20.0729972160247","17.1425761567642","19.0119483941539","21.1932627251625","23.5043562618532"
"29/06/2022","IT0741A",NA,"23.94","24.2003456945061","17.9854882095904","21.8505793973931","26.80280101879","32.5627375197583"
"29/06/2022","IT0742A","26.43","22.02","20.1686265678756","16.9995205930464","19.0163847461328","21.3906850889278","23.9285275962903"
"29/06/2022","IT0753A","19.62","19.26","20.8342799121301","17.1922569061067","19.5012319030737","22.2584512411532","25.2478323135577"
